Location,Year,Calculated_Population,Renewable_Share,Energy_Generation,Tourism_Aggregated_Arrivals,Log_Population,Log_Energy,Log_Tourism,Tourism_Per_Capita,Energy_Per_Capita,Total_Human_Load,Log_Human_Load,Log_Energy_Per_Capita,Cluster
French Polynesia,2011,271474,6.82,672.8,196000,5.433728242038189,2.827885982789856,5.292256071356476,0.7219844257645299,0.002478322049257,467474,5.669757461260871,-2.605842259248333,3
French Polynesia,2012,272831,6.64,677.1,210000,5.435893714826253,2.8306528137974243,5.32221929473392,0.7697072546741389,0.0024817561054279,482831,5.68379514604986,-2.605240901028829,3
French Polynesia,2013,274468,6.49,662.1,214000,5.438491717698555,2.820923587881317,5.330413773349191,0.7796901642450121,0.0024123030735823,488468,5.688836117945011,-2.6175681298172373,3
French Polynesia,2014,276115,7.45,667.3,229000,5.441090000410639,2.824321124850772,5.359835482339888,0.8293645763540554,0.0024167466454194,505115,5.703390265603026,-2.616768875559868,3
French Polynesia,2015,277606,7.83,669.0,239000,5.4434288484497175,2.8254261177678237,5.378397900948138,0.8609324005965289,0.0024098902761467,516606,5.713159445878644,-2.6180027306818943,3
French Polynesia,2016,278911,8.08,688.0,241000,5.4454656427891575,2.837588438235511,5.382017042574868,0.8640749199565453,0.0024667367009547,519911,5.715929006102099,-2.6078772045536462,3
French Polynesia,2017,279803,8.07,686.1,254000,5.446852366612067,2.836387419326411,5.404833716619938,0.9077815463022196,0.0024520823579446,533803,5.727381010215416,-2.610464947285656,3
French Polynesia,2018,279523,7.71,690.4,259900,5.446417548759541,2.839100782707153,5.414806279501013,0.929798263470269,0.0024699219742203,539423,5.7319294600259,-2.607316766052388,3
French Polynesia,2019,278741,7.65,693.5,282200,5.445200853765857,2.8410464654093035,5.450557009418329,1.0124093692711156,0.0024879727058452,560941,5.748917184389987,-2.604154388356554,3
French Polynesia,2020,278908,8.24,667.3,89000,5.4454609714407605,2.824321124850772,4.949390006644912,0.3191016392502187,0.0023925452120412,367908,5.565739231479077,-2.621139846589989,3
Guam,2000,174409,0.41,1892.7,1287000,5.241568892004155,3.277081782125646,6.109578546904387,7.379206348296246,0.0108520775877391,1461409,6.16477177759405,-1.9644871098785093,2
Guam,2001,175787,0.41,1856.2,1159000,5.2449867544862006,3.268624768335871,6.064083435963596,6.593206551110151,0.0105593701468254,1334787,6.125411968243649,-1.9763619861503292,2
Guam,2002,176859,0.45,1718.7,1059000,5.247627165088762,3.235200076969275,6.024895960107485,5.987820806405102,0.0097179108781571,1235859,6.091968924624142,-2.0124270881194866,2
Guam,2003,177744,0.5,1639.4,910000,5.24979494942503,3.214684930750601,5.959041392321094,5.119722747321991,0.0092233774417139,1087744,6.036526696401364,-2.0351100186744286,2
Guam,2004,178472,0.46,1750.2,1160000,5.251570090479933,3.2430876795053765,6.064457989226918,6.499618987852436,0.0098065803039132,1338472,6.126609290448103,-2.008482410974557,2
Guam,2005,179079,0.45,1802.9,1228000,5.253044660562343,3.2559716387287243,6.089198366805149,6.857308785508072,0.0100676237861502,1407079,6.148318481443922,-1.9970730218336188,2
Guam,2006,179598,0.45,1813.2,1212000,5.254301496062911,3.2584457103866504,6.083502619830267,6.748404770654462,0.0100958808004543,1391598,6.143513795909421,-1.9958557856762609,2
Guam,2007,180065,0.45,1787.4,1225000,5.255429305356762,3.252221753598687,6.088136088700551,6.803098880959653,0.0099264154610834,1405065,6.147696415691886,-2.003207551758075,2
Guam,2008,180534,0.45,1784.4,1142000,5.256559004700705,3.2514922145695797,6.057666103909829,6.325678265589861,0.0098840107680547,1322534,6.121406845790459,-2.0050667901311257,2
Guam,2009,181057,0.46,1781.2,1053000,5.25781532010915,3.250712686459185,6.022428371185487,5.815848047852334,0.0098377858906311,1234057,6.091335219838032,-2.007102633649964,2
Guam,2010,181437,0.47,1786.3,1197000,5.258725856358442,3.251954398227402,6.078094150406411,6.597331305081102,0.0098452906518516,1378437,6.139386921927035,-2.0067714581310394,2
Guam,2011,181437,0.49,1756.5,1160000,5.258725856358442,3.2446481541280443,6.064457989226918,6.3934037710059135,0.0096810463135964,1341437,6.12757028103715,-2.0140777022303973,2
Guam,2012,181220,0.53,1717.4,1308000,5.258206126068828,3.2348714585627025,6.116607743988248,7.217746385608653,0.0094768789316852,1489220,6.172958860094913,-2.023334667506125,2
Guam,2013,180821,0.59,1712.3,1334000,5.257248866706293,3.2335798566790164,6.12515582958053,7.377461688631298,0.0094695859441104,1514821,6.1803613171253815,-2.0236690100272767,2
Guam,2014,180297,0.67,1692.6,1343000,5.255988500464581,3.22855433653901,6.128076012668715,7.448820557191745,0.0093878433917369,1523297,6.182784586780588,-2.027434163925571,2
Guam,2015,179666,2.32,1717.8,1409000,5.2544658989817785,3.234972598405242,6.148910993109356,7.842329656139726,0.009561074438124,1588666,6.201032601043787,-2.0194933005765368,2
Guam,2016,178929,4.38,1746.2,1536000,5.252680734750085,3.242093983883884,6.186391215695493,8.584410576262092,0.0097591782215292,1714929,6.23424614446829,-2.010586750866201,2
Guam,2017,178124,3.9,1768.0,1545000,5.250722439201281,3.2474822606770544,6.188928483760853,8.673732905167187,0.009925669758146,1723124,6.236316531410903,-2.0032401785242278,2
Guam,2018,177233,4.49,1739.5,1549000,5.248544588790133,3.240424433083608,6.190051417759206,8.739907353596678,0.0098147636162565,1726233,6.237099414661245,-2.008120155706526,2
Guam,2019,176294,4.47,1739.0,1667000,5.2462375317478,3.2402995820027125,6.221935599828005,9.455795432629584,0.0098642041135829,1843294,6.265594609442969,-2.005937949745088,2
Guam,2020,176664,4.58,1718.6,328173,5.247148059443245,3.2351748074564584,5.516102847182136,1.857611058280125,0.0097280713671149,504837,5.703151177272059,-2.0119732519867872,2
Kiribati,2000,83478,54.73,13.3,13400,4.92157203551358,1.1238516409670858,4.127104798364807,0.1605213349625051,0.0001593234145523,96878,4.986225164425566,-3.797720394546495,1
Kiribati,2001,85089,56.39,14.1,14500,4.92987341968412,1.14921911265538,4.161368002234975,0.1704098062029169,0.0001657088460318,99589,4.998211371524866,-3.780654307028741,1
Kiribati,2002,86910,53.05,14.1,119500,4.939069749923425,1.14921911265538,5.077367905284157,1.3749856173052584,0.0001622367966862,206410,5.314730733844783,-3.789850637268045,1
Kiribati,2003,88709,50.52,17.8,130100,4.947967683552738,1.250420002308894,5.114277296561586,1.4665930176194073,0.0002006560777373,218809,5.340065181326618,-3.697547681243844,1
Kiribati,2004,90510,50.55,20.5,63900,4.956696564894651,1.3117538610557542,4.8055008581584,0.7059993370898243,0.0002264943100209,154410,5.188675422969832,-3.644942703838896,1
Kiribati,2005,92347,48.51,22.1,50200,4.9654227914426565,1.3443922736851108,4.70070371714502,0.5436018495457351,0.0002393147584653,142547,5.153958081714538,-3.6210305177575455,1
Kiribati,2006,94222,48.12,23.6,10800,4.974152318536743,1.3729120029701067,4.033423755486949,0.1146229118464902,0.0002504722888497,105022,5.02128028457276,-3.601240315566636,1
Kiribati,2007,96144,48.42,23.6,32300,4.982922186669163,1.3729120029701067,4.509202522331103,0.3359544017307372,0.0002454651356298,128444,5.108713821893513,-3.610010183699057,1
Kiribati,2008,98173,49.74,22.5,3900,4.991992062498491,1.3521825181113625,3.591064607026499,0.0397257901867112,0.0002291872510771,102073,5.008910879190448,-3.639809544387128,1
Kiribati,2009,100284,50.44,22.2,3900,5.001231648214799,1.3463529744506386,3.591064607026499,0.038889553667584,0.0002213713054924,104184,5.0178010275503055,-3.65487867376416,1
Kiribati,2010,102380,50.14,21.6,4700,5.010215125214226,1.334453751150931,3.6720978579357175,0.0459074037898026,0.0002109787067786,107080,5.029708362514895,-3.675761374063296,1
Kiribati,2011,104212,50.51,21.8,5300,5.017917730803405,1.3384564936046048,3.724275869600789,0.0508578666564311,0.0002091889609641,109512,5.039461710484267,-3.679461237198801,1
Kiribati,2012,105755,48.73,22.6,4900,5.024300909579714,1.354108439147401,3.690196080028514,0.046333506689991,0.0002137014798354,110655,5.043971042514061,-3.670192470432313,1
Kiribati,2013,107214,46.16,23.2,5900,5.030251499216437,1.3654879848908996,3.770852011642144,0.0550301266625627,0.0002163896506053,113114,5.053516360420291,-3.664763514325537,1
Kiribati,2014,108608,47.98,19.7,8300,5.035861816301563,1.294466226161593,3.9190780923760737,0.0764216263995285,0.000181386269888,116908,5.067844230896465,-3.74139559013997,1
Kiribati,2015,110009,47.48,22.0,8200,5.041428216889557,1.3424226808222062,3.9138138523837167,0.0745393558708833,0.0001999836377023,118209,5.072650543394121,-3.699005536067351,1
