STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,COMPOSITE_BREAKDOWN,Composite breakdown,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Comment,DATA_SOURCE,Data source
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,VU,Vanuatu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2018,,2.43,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,VU,Vanuatu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2019,,2.35,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,VU,Vanuatu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2020,,2.35,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,VU,Vanuatu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2021,,2.35,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,VU,Vanuatu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2022,,2.35,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,VU,Vanuatu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2023,,2.35,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,VU,Vanuatu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2024,,1.14,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,VU,Vanuatu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2025,,2.28,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1990,,-1.17,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1991,,-1.23,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1992,,-1.28,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1993,,-1.79,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1994,,-1.49,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1995,,-1.72,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1996,,-1.54,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1997,,-1.74,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1998,,-2.21,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1999,,-2.98,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2000,,-2.89,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2001,,-2.59,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2002,,-2.31,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2003,,-1.86,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2004,,-1.95,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2005,,-2.04,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2006,,-1.5,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2007,,-0.87,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2008,,-0.38,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2009,,-0.16,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2010,,-0.5,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2011,,-0.66,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2012,,0,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2013,,0.22,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2014,,0.56,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2015,,0.77,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2016,,-0.16,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2017,,0.16,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2018,,0.27,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2019,,0.27,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2020,,0.33,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2021,,0.87,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2022,,0.65,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2023,,-0.21,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2024,,-2.68,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,NU,Niue,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2025,,0.39,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1990,,1.6,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1991,,1.48,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1992,,1.16,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1993,,0.98,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1994,,0.93,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1995,,0.77,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1996,,0.64,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1997,,0.66,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1998,,0.5,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1999,,0.48,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2000,,0.51,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2001,,0.38,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2002,,0.44,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2003,,0.75,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2004,,1.32,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2005,,1.2,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2006,,1.17,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2007,,1.23,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2008,,1.35,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2009,,1.41,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2010,,1.41,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2011,,1.59,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2012,,1.38,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2013,,0.61,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2014,,-0.13,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2015,,-0.23,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2016,,-0.26,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2017,,-0.55,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2018,,-1.1,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2019,,-1.55,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2020,,-1.69,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2021,,-1.95,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2022,,-1.95,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2023,,-1.8,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2024,,-1.36,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TV,Tuvalu,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2025,,-1.68,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,PF,French Polynesia,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1990,,2.07,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,PF,French Polynesia,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1991,,1.95,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,PF,French Polynesia,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1992,,1.83,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,PF,French Polynesia,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1993,,1.73,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
